business_id,polarity
--9e1ONYQuAa-CB_Rrw7Tw,1.5119880781454242
-6tvduBzjLI1ISfs3F_qTg,1.6058677333938314
-Eu04UHRqmGGyvYRDY8-tg,1.5540712064256483
-FLnsWAa4AGEW4NgE8Fqew,1.4310491571560142
-Ht7HiGBox8lS1Y8IPjO8g,1.5442127506919112
-IWsoxH7mLJTTpU5MmWY4w,1.3919836005933421
-U7tvCtaraTQ9b0zBhpBMA,0.9297925675596868
-av1lZI1JDY_RZN2eTMnWg,1.2269067792931059
-ed0Yc9on37RoIoG2ZgxBA,1.513352724236088
-kG0N8sBhBotMbu0KVSPaw,0.5948172541870419
01fuY2NNscttoTxOYbuZXw,1.5566861236787217
0AQnRQw34IQW9-1gJkYnMA,1.0190818663017445
0FUtlsQrJI7LhqDPxLumEw,1.5764671540021618
0NmTwqYEQiKErDv4a55obg,1.6190612224326228
0W4lkclzZThpx3V65bVgig,1.2454165091986162
0_aeYE2-VbsZts_UpILgDw,1.4904105616298418
0d0i0FaJq1GIeW1rS2D-5w,1.5880463679886918
0ldxjei8v4q95fApIei3Lg,1.4983124470109512
0q_BHpxbikVtPRRLRu-U0g,1.5729814025346343
1BrIPwRhJHOp6yBwjoRtgg,1.4850430127071506
1DP5vHxJzCDbgawv0WC3yA,1.4133312639035258
1ZnVfS-qP19upP_fwOhZsA,1.277153684335166
1d6c6Q2j2jwVzBfX_dLHlg,1.351818540273035
1qwkbN3wu3AGDxMTXVz2gA,1.3982700491566125
2GmGT-7QjowR1ihup3FbVA,1.4989301186228363
2iTsRqUsPGRH1li1WVRvKQ,1.5621106733145913
2sx52lDoiEtef7xgPCaoBw,1.6614991087900899
2weQS-RnoOBhb1KsHKyoSQ,1.208049658074795
364hhL5st0LV16UcBHRJ3A,1.6022781061281037
3BCsAgo_1i4xMuTyLKMLRQ,1.5293825956007538
3C5Z9homtzkWHouH2BHXYQ,1.632054045996476
3GEEy7RP6e4bT4LAiWFMFQ,1.6152005232790818
3Gt3xskppi9jZuTrwrhLNg,1.521714544761769
3Mx4renubPRnjHUw1n2UkA,0.7015858709747064
3N9U549Zse8UP-MwKZAjAQ,1.6024604418145514
3T0Erqk1MKtN58764yZMfw,0.741543515855404
3kdSl5mo9dWC4clrQjEDGg,1.7351999464948096
3l54GTr8-E3XPbIxnF_sAA,1.6367875388352113
3xmfT7l3xNH5LK1dLzfvGw,1.0837200393769066
46Ld9Qc9nAx_A0jwclNZiw,1.5766981161613929
4GXII-GU7S0ZyU6ElkhscQ,0.5412279490540223
4JNXUYY8wbaaDmk3BPzlWw,1.610383505475859
4k3RlMAMd46DZ_JyZU0lMg,1.4225856562545616
5FIOXmUE3qMviX9GafGH-Q,1.3578741124066924
5LNZ67Yw9RD6nf4_UhXOjw,1.2713847870648594
5T6kFKFycym_GkhgOiysIw,1.304179346451615
5Zc41a446gV3K_o7CDs69Q,0.47059512577010687
5eV8oUGdBXylwB7HeaDFOA,1.7063375019917755
5iSmZO0SrKU6EoXK_1M8Kw,0.6342477103713917
5shgJB7a-2_gdnzc0gsOtg,1.5734884610578337
64dfRmMmUsOdLnkBOtzp4w,1.4845489997883374
6Ct57qgmXwOnzfSZoUGh0Q,0.7791244406822115
6Q7-wkCPc1KF75jZLOTcMw,0.5132499548673518
6Vyp-9i1jzwK_bvisuPJpQ,1.2527592651953756
6kkxRV8H9SQLybj0xnEbMw,1.2189658460166974
6nKR80xEGHYf2UxAe_Cu_g,1.5886047377098793
6tSvz_21BMo3a4GaItwa0g,1.500873336930955
6xgcHeLad-VaoTIQewK84A,1.4834576210866393
77h11eWv6HKJAgojLx8G4w,1.0476258282860933
7EZ4Eu7YJ1ltRCC5jXFJrQ,0.8170388398766526
7U-yh8dvsvhd87i2crfOAw,1.1464160541377393
7cK9uEV09iPmsTqOqmY3kQ,1.5228586457720417
7fxebHYUwIF6CakxSr70iQ,1.2643451395807739
7ibuDLfx8gEhESAufYIySw,1.2930804783657268
7m1Oa1VYV98UUuo_6i0EZg,1.6292623635801147
7sPNbCx7vGAaH7SbNPZ6oA,1.3386326464709504
7sb2FYLS2sejZKxRYF9mtg,1.4404624256510004
7tNY4BYLA4laqWNV4IWGQg,1.5371300149268505
8Q6jl7OW8DZzwANggDspcw,1.0721900168378573
8Zqh2jwtncA3N4fWEMTvZQ,1.6263182339425841
8mIrX_LrOnAqWsB5JrOojQ,1.320146380128203
9MnbQg7kfb_WgxoV0hXKSQ,1.5177021687978358
9SU7ZZhaFUJJ6m2k5HKHeg,0.8448318757169803
9a3DrZvpYxVs3k_qwlCNSw,1.6613908856300275
9wjTzw8bEYOTQJk41V8WQw,0.48711030428399604
A-uZAD4zP3rRxb44WUGV5w,1.7745680987576429
A5Rkh7UymKm0_Rxm9K2PJw,1.4778215756691722
